angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14,angle_15,angle_16,angle_17,angle_18,angle_19,angle_20,angle_21,angle_22,angle_23,angle_24,angle_25,angle_26,angle_27,angle_28,angle_29,angle_30,angle_31,angle_32,label
168.76316362994814,8.095059649361072,161.90651977934237,139.04411913197274,132.64392351228128,168.76316362994814,139.04411913197274,8.095059649361072,170.26021309866763,168.76316362994814,169.5026371085001,12.655776131854822,178.35849428426556,103.64436870817502,104.69463031765426,169.5026371085001,103.64436870817502,12.655776131854822,169.43493346565006,169.5026371085001,46.46491639849467,58.5161970504681,172.18342182587406,148.07745032576574,7.7425151771455445,80.0388600206513,114.98002689444832,103.59917627884147,111.00747082804855,13.754197045941002,10.475183476062977,106.27674756179938,bicepcurl
168.9821801930318,7.7873221322752695,163.4611574504724,140.41210460376118,132.77021502203448,168.9821801930318,140.41210460376118,7.7873221322752695,168.96341568908053,168.9821801930318,169.76717313186816,12.526130388840022,176.25479489280053,66.26553545034874,73.06606294972117,169.76717313186816,66.26553545034874,12.526130388840022,169.5674817462313,169.76717313186816,44.45769603134286,54.72969170684061,172.65521470930165,147.4231868237335,6.191257167288938,81.45128917889907,118.92721655565015,105.34034740171668,111.93830687790239,13.127756291679935,10.088589888213916,107.94928615691684,bicepcurl
168.98000814008546,7.395104198281315,165.3072873541155,145.09067138037744,134.1648220710707,168.98000814008546,145.09067138037744,7.395104198281315,168.40471769783215,168.98000814008546,169.9703996897232,12.517496650222748,176.89408739507863,55.54640568313116,53.40654013391093,169.9703996897232,55.54640568313116,12.517496650222748,169.49469758966453,169.9703996897232,42.57497668138193,51.847808470886086,172.91820164294487,146.88398753519516,14.56023583495831,79.77985575536216,121.83247808622056,106.86488237219967,112.63442337900435,11.676715015131819,8.072897258087762,111.4166267249765,bicepcurl
168.49748676422476,6.954860351927529,167.94681843990222,153.4592259603808,142.69271964355426,168.49748676422476,153.4592259603808,6.954860351927529,168.36795777115393,168.49748676422476,170.2423298933111,12.38241738480065,177.4560134787856,55.02951753870591,53.31546921913377,170.2423298933111,55.02951753870591,12.38241738480065,169.16412804635172,170.2423298933111,42.155843338371696,54.55189477432972,172.51177904134218,146.19403686698905,15.27818295382156,79.57070192019702,119.08966260759811,106.44433951332363,112.54298523840819,9.588309375196557,7.118499537676861,109.06216654165169,bicepcurl
169.12504875796444,6.9680007397983585,169.47881676336348,164.39840411186185,148.62794109671322,169.12504875796444,164.39840411186185,6.9680007397983585,167.7548047042322,169.12504875796444,170.39259129078866,12.486662422934508,177.65075957024771,102.68114806876855,96.59648801647315,170.39259129078866,102.68114806876855,12.486662422934508,168.81869393601954,170.39259129078866,42.105095591671954,54.65147144518859,172.31315034609085,145.8185173888503,40.42422662628974,79.62006912693586,118.92149856365086,105.96353577335455,111.91543826868062,12.407015031185054,8.352766133311116,109.09005425920746,bicepcurl
168.9312981452313,6.939752511772813,169.58491667187766,165.29150074497142,149.49151661978368,168.9312981452313,165.29150074497142,6.939752511772813,168.19087920835622,168.9312981452313,170.4992787061526,12.586225195195897,177.25286790973638,99.60027334260889,92.23596527579086,170.4992787061526,99.60027334260889,12.586225195195897,168.46149771517946,170.4992787061526,42.00206727814285,55.38529636316871,172.56402966901408,145.82177651690068,2.3770327260855706,79.61728128699745,118.15762920341191,106.15631626413932,111.90097509746568,13.379101818311737,7.787925559856528,107.99975973533513,bicepcurl
168.46574162474155,6.709122064622183,171.84456360124844,168.36296089962764,148.88047732223973,168.46574162474155,168.36296089962764,6.709122064622183,169.7552068877713,168.46574162474155,170.97119068309777,12.697881764153024,177.4579406409585,80.16729899903083,74.75497431054443,170.97119068309777,80.16729899903083,12.697881764153024,168.62098630607437,170.97119068309777,42.06004436888382,56.729826632839234,172.8358700773662,145.803742591903,69.12132817831143,76.98261626476238,116.807171839911,106.09174912671398,111.66585947470065,13.258282399287804,7.99322549736545,106.9992609378652,bicepcurl
168.52734999279423,6.404458648275734,172.47638929182736,171.98572605194337,150.52654232554931,168.52734999279423,171.98572605194337,6.404458648275734,169.96613201659568,168.52734999279423,171.12001984480852,13.085821229592655,177.6477345160648,160.83566118528515,145.05181552997368,171.12001984480852,160.83566118528515,13.085821229592655,167.5871395493549,171.12001984480852,42.21161832218824,57.48118476015023,173.22869363793862,145.30323116775833,67.10525756823137,79.17054894595093,116.04783030083874,105.64765206896405,111.54515649610039,18.806626220157366,15.896534491338425,106.45932311216369,bicepcurl
168.20295642301102,6.2779734985899385,172.76809358373677,170.76539720749733,149.66925152387137,168.20295642301102,170.76539720749733,6.2779734985899385,168.8192060615056,168.20295642301102,171.36167020283042,13.273896330047355,177.8514110224041,151.47277100886544,141.8039087423157,171.36167020283042,151.47277100886544,13.273896330047355,166.57975668736177,171.36167020283042,42.10625428309708,57.98891568905472,172.88389625522615,144.72509441487213,71.66762354242368,80.97614148842784,115.48867348929443,104.93230437900851,111.27526327803156,14.593178811743307,13.382379007075842,106.07486746626918,bicepcurl
168.04540071761605,6.238906761763882,172.58349699144733,166.73276174791275,156.91935814168258,168.04540071761605,166.73276174791275,6.238906761763882,169.34944296318966,168.04540071761605,172.37360201824768,13.206965414145154,179.27457564747417,148.3724135184956,135.75754244937818,172.37360201824768,148.3724135184956,13.206965414145154,165.90052773919382,172.37360201824768,40.5051723312469,58.625476018715496,172.50274772517872,143.12068476109857,59.317387747766986,85.6730086719757,114.73914865779187,105.11772825779371,111.49871197132094,17.112949397612297,6.872909077312816,106.2342523095926,bicepcurl
